Date,Actual,ARIMA_Pred,SARIMA_Pred
2021-05-11 23:59:59,56704.5730585,11880.661079293493,11460.681586852552
2021-05-12 23:59:59,49150.53387514,11880.661079293493,11461.009548313768
2021-05-13 23:59:59,49716.19160254,11880.661079293493,11460.974477682463
2021-05-14 23:59:59,49880.53342038,11880.661079293493,11460.61386061926
2021-05-15 23:59:59,46760.18656071,11880.661079293493,11460.444627766861
2021-05-16 23:59:59,46456.05847448,11880.661079293493,11460.73813122566
2021-05-17 23:59:59,43537.51138918,11880.661079293493,11460.980692521083
2021-05-18 23:59:59,42909.40092517,11880.661079293493,11460.867609632673
2021-05-19 23:59:59,37002.4404659,11880.661079293493,11460.506158308404
2021-05-20 23:59:59,40782.73826245,11880.661079293493,11460.446229878567
2021-05-21 23:59:59,37304.69067136,11880.661079293493,11460.741673861005
2021-05-22 23:59:59,37536.63111241,11880.661079293493,11460.938148298183
2021-05-23 23:59:59,34770.58362292,11880.661079293493,11460.782735847597
2021-05-24 23:59:59,38705.97863723,11880.661079293493,11460.452570725176
2021-05-25 23:59:59,38402.22385137,11880.661079293493,11460.469026296676
2021-05-26 23:59:59,39294.19738214,11880.661079293493,11460.73792925184
2021-05-27 23:59:59,38436.96853505,11880.661079293493,11460.87594482532
2021-05-28 23:59:59,35697.60639024,11880.661079293493,11460.669601275627
2021-05-29 23:59:59,34616.06800347,11880.661079293493,11460.418237585416
2021-05-30 23:59:59,35678.12920411,11880.661079293493,11460.510586320934
2021-05-31 23:59:59,37332.85368874,11880.661079293493,11460.750046477533
2021-06-01 23:59:59,36684.92451667,11880.661079293493,11460.815926045578
2021-06-02 23:59:59,37575.17957566,11880.661079293493,11460.570692406416
2021-06-03 23:59:59,39208.76599489,11880.661079293493,11460.392946505934
2021-06-04 23:59:59,36894.40532994,11880.661079293493,11460.52208116378
2021-06-05 23:59:59,35551.95872588,11880.661079293493,11460.750383026054
2021-06-06 23:59:59,35862.37772747,11880.661079293493,11460.763382560794
2021-06-07 23:59:59,33560.70783776,11880.661079293493,11460.507692677107
2021-06-08 23:59:59,33472.63174808,11880.661079293493,11460.389109588106
2021-06-09 23:59:59,37345.12148619,11880.661079293493,11460.53379757908
2021-06-10 23:59:59,36702.59937466,11880.661079293493,11460.733328885497
2021-06-11 23:59:59,37334.39952553,11880.661079293493,11460.684048171375
2021-06-12 23:59:59,35552.51714847,11880.661079293493,11460.458049228859
2021-06-13 23:59:59,39097.86089667,11880.661079293493,11460.405099063131
2021-06-14 23:59:59,40218.47785943,11880.661079293493,11460.560194546073
2021-06-15 23:59:59,40406.26898673,11880.661079293493,11460.713202381694
2021-06-16 23:59:59,38347.06322666,11880.661079293493,11460.60884741838
2021-06-17 23:59:59,38053.50417253,11880.661079293493,11460.416161850055
2021-06-18 23:59:59,35787.24478177,11880.661079293493,11460.406393355324
2021-06-19 23:59:59,35615.86927002,11880.661079293493,11460.580252237196
2021-06-20 23:59:59,35698.29644336,11880.661079293493,11460.693171052677
2021-06-21 23:59:59,31676.69373254,11880.661079293493,11460.554291202416
2021-06-22 23:59:59,32505.6598245,11880.661079293493,11460.39192463882
2021-06-23 23:59:59,33723.0289781,11880.661079293493,11460.413534935518
2021-06-24 23:59:59,34662.43589358,11880.661079293493,11460.588540563456
2021-06-25 23:59:59,31637.78005541,11880.661079293493,11460.649106257386
2021-06-26 23:59:59,32186.27767093,11880.661079293493,11460.505967231979
2021-06-27 23:59:59,34649.64458753,11880.661079293493,11460.38504402719
2021-06-28 23:59:59,34434.33531428,11880.661079293493,11460.43575647345
2021-06-29 23:59:59,35867.77773549,11880.661079293493,11460.593808116544
2021-06-30 23:59:59,35040.83724889,11880.661079293493,11460.60285610702
2021-07-01 23:59:59,33572.11765253,11880.661079293493,11460.461287005743
2021-07-02 23:59:59,33897.04858963,11880.661079293493,11460.371849201712
2021-07-03 23:59:59,34668.54840182,11880.661079293493,11460.457315152065
2021-07-04 23:59:59,35287.77976616,11880.661079293493,11460.597262555317
2021-07-05 23:59:59,33746.00245614,11880.661079293493,11460.566448033022
2021-07-06 23:59:59,34235.19345116,11880.661079293493,11460.428392774302
